smiles,compoundName,sigma_moment_1,sigma_moment_2,sigma_moment_3,sigma_moment_4,sigma_moment_5
CCCC(C)c1ccccc1,(1-methylbutyl)benzene,0.0,26.5,0.51755,7.007643,0.301005
c1ccc2sncc2c1,"1,2-benzisothiazole",0.0,41.6,9.560416,39.6,32.9
c1ccc2[se]ccc2c1,selanonaphthene,0.0,33.5,-5.690502,12.4,-4.790868
c1cnc2cc[nH]c2c1,4-azaindole,0.0,75.5,6.444424,139.0,58.0
c1cc2[nH]cnc2cn1,"3,5-diazaindole",0.0,100.0,21.7,217.0,93.3
CC1(C)CC(C)(C)N=N1,"3,3,5,5-tetramethyl-1-pyrazoline",0.0,49.8,43.0,76.0,111.0
C1CC2CC1N=N2,"2,3-diazabicyclo(2,2,1)-hept-2-ene",0.0,50.6,42.1,75.5,105.0
c1ccc2nonc2c1,benzofurazan,0.0,42.3,7.391598,33.7,16.8
c1ccc2nsnc2c1,"2,1,3-benzothiadiazole",0.0,42.0,16.6,40.0,35.8
C1=CC23N=[Se]24=NC34C=C1,"2-1,3-benzoselenadiazole",0.0,49.4,21.4,51.6,51.1
c1cnc2nc[nH]c2c1,"1h-imidazo(4,5-b)pyridine",0.0,105.0,29.4,229.0,118.0
c1ccc2ocnc2c1,benzoxazole,0.0,50.0,11.3,57.3,42.7
c1ccc2onnc2c1,"1,2,3-benzoxadiazole",0.0,34.7,-0.40096,19.1,0.325488
CCCC=C(C)C,2-methyl-2-hexene,0.0,16.5,2.51288,4.869054,2.379019
c1ccc2c(c1)OCO2,"1,3-benzodioxole",0.0,44.0,2.258799,25.7,5.469974
c1ccn2cccc2c1,indolizine,0.0,38.5,-3.513892,17.8,-3.374427
c1cnc2[nH]ccc2c1,7-azaindole,0.0,66.1,-0.151915,107.0,20.8
Cc1nnc(C)s1,"2,5-dimethyl-1,3,4-thiadiazole",0.0,57.3,44.4,85.6,116.0
c1ccc2cccc-2cc1,azulene,0.0,34.0,-3.355842,11.7,-2.138382
CC1=CC(=O)CC1,3-methyl-2-cyclopenten-1-one,0.0,60.3,52.7,99.4,142.0
CCCc1cccc2ccccc12,1-n-propylnaphthalene,0.0,33.0,-2.127397,9.103303,-1.498702
C12C3C4C1C1C2C3C41,cubane,0.0,8.850255,-1.164048,1.164075,-0.289833
C1C2CC3C4CC56CC7CC8C9CC(C2)(C(C14)C85)C3C6C9C7,tetramantane,0.0,9.528608,0.209654,0.682442,0.049241
CC12COC(C)(OC1)OC2,"1,4-dimethyl-2,6,7-trioxabicyclo(2-2-2)octane",0.0,63.7,43.8,74.3,87.2
C1C2C3C2C2C1C32,quadricyclane,0.0,18.2,-0.050876,5.173562,0.144665
CN(C)C(=S)N(C)C,tetramethylthiourea,0.0,66.8,46.2,79.4,93.4
Oc1c(F)c(F)c(C(F)(F)F)c(F)c1F,2787-79-3,0.0,46.4,-42.5,88.5,-157.0
C1CC2CCC1C2,norbornane,0.0,7.330681,-0.251041,0.645782,-0.051229
C1CC1c1nn[nH]n1,5-cyclopropyltetrazole,0.0,83.8,-19.1,170.0,-124.0
C1CN2CCN1CC2,triethylenediamine,0.0,49.3,61.0,120.0,226.0
FC(F)=C(Cl)C(F)(F)F,"2-chloro-1,1,3,3,3-pentafluoro-1-propene",0.0,12.6,-4.501969,3.915059,-2.538349
C1CCC2CC3CCCCC3CC2C1,trans-anti-trans-tetra-decahydroanthracene,0.0,9.798674,0.218889,0.803898,0.055012
CCC1C=CCCC1,3-ethylcyclohexene,0.0,16.0,3.901668,5.661433,3.61265
C=C1CCC(C)CC1,1-methyl-4-methylenecyclohexane,0.0,17.2,4.034627,5.893062,3.523241
Cc1cccc2c1CCCC2,"1,2,3,4-tetrahydro-5-methylnaphthalene",0.0,25.0,3.444098,7.547967,2.39395
CC#CCCCCC,2-octyne,0.0,29.9,8.404051,14.5,8.657703
CC#CC#CC,"2,4-hexadiyne",0.0,33.9,-0.487124,12.9,-1.032029
C1C2CC3CC1CC(C2)C3,adamantane,0.0,6.77509,0.00674,0.490746,0.007361
CC1CCCC(C)C1=O,"2,6-dimethylcyclohexanone",0.0,44.2,37.6,61.6,84.3
Oc1c(F)cccc1F,"2,6-difluorophenol",0.0,48.1,-27.1,68.8,-89.6
N#Cc1cccc(CBr)c1,3-(bromomethyl)benzonitrile,0.0,65.8,6.261762,51.4,15.9
Cc1c(C)c(C)c(O)c(C)c1C,pentamethylphenol,0.0,47.6,-2.35417,48.4,-21.5
c1cnc(CC2CCCCC2)cn1,cyclohexylmethyl-pyrazine,0.0,52.5,38.2,80.0,113.0
CN(C)c1cccc(N)c1,"n,n-dimethyl-1,3-benzenediamine",0.0,68.2,5.862134,66.5,12.5
FC(Cl)C(F)(F)F,"1-chloro-1,2,2,2-tetrafluoroethane",0.0,23.1,-19.7,26.5,-33.3
COc1nccnc1C,2-methoxy-3-methylpyrazine,0.0,51.3,32.2,66.5,87.1
FCOC(C(F)(F)F)C(F)(F)F,sevoflurane,0.0,44.4,-27.5,45.5,-50.0
CC(C)(C)CCCl,"1-chloro-3,3-dimethylbutane",0.0,26.9,3.481232,10.2,2.66133
C1CCC2CC2C1,"bicyclo(4,1,0)heptane",0.0,11.5,0.987168,2.230272,0.579774
C1CC2C3C(C1)C23,"tricyclo(4,1,0,02,7)heptane",0.0,15.5,0.723003,4.371539,0.513302
C1CCC1,cyclobutane,0.0,5.889607,-0.346979,0.556311,-0.073587
C1CSC1,thiacyclobutane,0.0,26.6,13.1,20.7,19.4
C1CCCC1,cyclopentane,0.0,6.017092,-0.166397,0.523683,-0.030556
CCc1c(C)cccc1C,"2-ethyl-1,3-dimethylbenzene",0.0,26.2,2.401509,7.888161,1.941951
Brc1c(Br)c(Br)c2c(c1Br)-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1c(Br)c(Br)c(Br)c(Br)c41)-c1c(Br)c(Br)c(Br)c(Br)c1-3)c1c(Br)c(Br)c(Br)c(Br)c21,hexadecabromophthalocyanine,0.0,89.5,-9.428167,30.1,-14.2
Fc1cc(F)c(F)nc1F,"2,3,5,6-tetrafluoropyridine",0.0,31.3,-6.475608,21.0,-8.60223
CN(C)[SiH3],"n,n-dimethylsilanamine",0.0,14.9,7.278805,13.5,17.4
c1cn[nH]c1,pyrazole,0.0,66.4,-0.23047,122.0,8.307012
c1cnoc1,iso-oxazole,0.0,45.5,7.536068,50.1,24.4
c1c[nH]cn1,imidazole,0.0,77.8,16.1,168.0,93.3
c1c[nH]nn1,"1h-1,2,3-triazole",0.0,85.5,-4.23285,173.0,-34.5
c1cnon1,furazan,0.0,44.8,-1.662562,44.5,-1.699448
c1cocn1,oxazole,0.0,47.8,14.6,67.1,55.9
c1cscn1,thiazole,0.0,41.5,14.9,56.6,55.8
c1csnn1,"1,2,3-thiadiazole",0.0,42.4,9.545769,45.9,20.3
c1nnn[nH]1,1h-tetrazole,0.0,98.2,-31.9,209.0,-166.0
CC=CC=C(C)C,"2-methyl-2,4-hexadiene",0.0,23.4,3.354367,7.850435,2.857512
O=C1CCCCCN1,caprolactam,0.0,75.6,62.9,160.0,204.0
CC1(C)N=NC(=O)O1,"5,5-dimethyl-1,3,4-oxadiazol-2(5h)-one",0.0,59.1,17.2,47.7,28.3
Clc1c(Cl)c(Cl)c2c(c1Cl)-c1nc-2nc2[nH]c(nc3nc(nc4[nH]c(n1)c1c(Cl)c(Cl)c(Cl)c(Cl)c41)-c1c(Cl)c(Cl)c(Cl)c(Cl)c1-3)c1c(Cl)c(Cl)c(Cl)c(Cl)c21,hexadecachlorophthalocyanine,0.0,75.7,0.739976,20.4,-1.729461
c1ccnnc1,pyridazine,0.0,63.9,44.8,109.0,143.0
c1cncnc1,pyrimidine,0.0,55.0,37.3,88.9,116.0
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-],"1,3-diamino-2,4,6-trinitrobenzene",0.0,112.0,1.429106,114.0,-14.7
Oc1c(F)c(F)c(-c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,2894-87-3,0.0,51.9,-39.0,83.2,-141.0
c1cnccn1,pyrazine,0.0,51.7,33.7,79.2,101.0
c1cnncn1,"1,2,4-triazine",0.0,66.1,32.4,89.9,87.4
c1ncncn1,sym-triazine,0.0,61.9,32.1,84.3,86.2
Cc1cc(C)c(C#[N+][O-])c(C)c1,"2,4,6-trimethylbenzonitrile-n-oxide",0.0,42.7,16.1,29.9,24.0
COc1cc(OC)c(C#[N+][O-])c(OC)c1,"benzonitrile-2,4,6-trimethoxy-n-oxide",0.0,75.9,23.2,57.7,38.6
C1SCSCS1,"1,3,5-trithiane",0.0,62.6,6.086206,48.6,13.1
C1CCCCCC1,cycloheptane,0.0,6.45986,-0.018411,0.49954,0.001636
FC=CC(F)(F)F,"1e-1,3,3,3-tetrafluoropropene",0.0,25.4,-14.3,18.3,-18.1
c1cc2ccc1CCCc1ccc(cc1)CCC2,tricyclooctadecahexaene,0.0,38.4,7.869305,13.9,6.195296
Brc1ccc(-c2c3nc(c(-c4ccc(Br)cc4)c4ccc([nH]4)c(-c4ccc(Br)cc4)c4nc(c(-c5ccc(Br)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1,tetra(p-bromophenyl)porphyrin,0.0,122.0,-22.8,57.7,-11.3
C1SSCSSS1,"1,2,3,5,6-pentathiepane",0.0,44.9,-10.2,27.1,-12.4
C1CCCCCCC1,cyclooctane,0.0,7.315537,-0.039001,0.584322,-0.001064
C1CCCCCCCCC1,cyclodecane,0.0,9.196629,-0.374547,0.859732,-0.09489
C1CCCCCCCCCCC1,cyclododecane,0.0,11.0,-0.394398,1.014064,-0.085067
C1CC2CCCC(C1)CCC2,bicyclo(3-3-3)undecane,0.0,8.160945,0.151041,0.638696,0.03641
Clc1cc2c(cc1Cl)Oc1ccccc1O2,"2,3-dichlorodibenzo-p-dioxin",0.0,41.9,-9.011973,19.3,-8.660628
Cc1cccc(CC#N)c1,m-tolylacetonitrile,0.0,60.6,12.5,49.7,27.4
Cc1ccc(CC#N)cc1,p-tolylacetonitrile,0.0,60.7,12.7,49.9,27.9
C1CCCCCCCCCCCCC1,cyclotetradecane,0.0,11.8,-0.033425,0.96472,0.005168
C1CCCCCCCCCCCCCCC1,cyclohexadecane,0.0,13.5,0.104606,1.129647,0.032321
N#Cc1ccnc2ccccc12,4-cyanoquinoline,0.0,63.2,24.7,68.9,65.3
CC1(C)CCCC(=O)C1,"3,3-dimethylcyclohexanone",0.0,49.1,40.5,69.5,94.7
CC(=O)C1=NCCS1,2-acetyl-2-thiazoline,0.0,59.9,26.2,55.8,52.1
O=C1CCOCC1,tetrahydro-4h-pyran-4-one,0.0,67.4,48.1,88.4,108.0
C=CCc1ccccc1,allylbenzene,0.0,32.7,0.682677,10.8,0.753541
Cc1cc(C)on1,"3,5-dimethylisoxazole",0.0,47.3,25.9,54.8,62.8
CC1CCCC(=O)C1=O,"1-methyl-2,3-cyclohexadione",0.0,69.8,41.4,78.8,83.1
N#CCN1CCCCC1,1-piperidineacetonitrile,0.0,55.9,28.4,62.7,62.6
c1ccc(C23CC4CC(CC(C4)C2)C3)cc1,1-phenyladamantane,0.0,26.9,1.863059,7.304022,0.946819
ClC=CBr,1-bromo-2-chloroethene,0.0,23.6,-10.9,14.8,-13.1
N#CC(Cl)Cl,dichloroacetonitrile,0.0,41.3,-16.9,49.8,-41.1
NN,hydrazine,0.0,75.3,58.0,180.0,272.0
O=C1c2cc3ccccc3cc2C(=O)c2cc3ccccc3cc21,"6,13-pentacenedione",0.0,87.0,31.3,84.9,73.1
O=[N+]([O-])c1c[nH]cn1,4-nitroimidazole,0.0,111.0,-16.3,207.0,-89.6
Brc1nccs1,2-bromothiazole,0.0,33.7,6.592313,35.2,24.0
CCCC=CC=CC=O,"trans,trans-2,4-octadienal",0.0,59.4,40.7,80.9,103.0
[O-][n+]1c2ccccc2nc2ccccc21,"phenazine,5-oxide",0.0,66.7,29.6,74.4,78.1
CCc1nc(C)oc1C,"2,5-dimethyl-4-ethyloxazole",0.0,46.7,34.8,71.4,110.0
c1ccc(-c2ccc[nH]2)cc1,2-phenyl-1h-pyrrole,0.0,59.9,-23.2,58.0,-62.8
C=CC1CC2C=CC1C2,vinylnorbornene,0.0,24.3,4.367337,9.503963,4.404518
O=C1C2CC3C4CC5CC3C1C(C5)C4C2,diamantanone,0.0,47.7,47.0,74.7,109.0
CC12CC3C4CC5CC3C(C1)C(C5)C4C2,4-methyldiadamantane,0.0,8.995407,0.170468,0.714978,0.036415
Nc1c([N+](=O)[O-])c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-],"2,4,6-trinitro-1,3,5-benzenetriamine",0.0,114.0,14.5,121.0,19.4
FC(F)(F)C(Cl)Cl,"1,1-dichloro-2,2,2-trifluoroethane",0.0,23.8,-19.8,27.0,-34.7
OC12CC3C4CC5CC3C(C1)C(C5)C4C2,diamantan-4-ol,0.0,48.0,25.9,88.4,76.5
CC1CC(=O)O1,b-butyrolactone,0.0,58.1,27.9,58.7,52.2
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorooctane,0.0,5.1976,-1.316394,0.727101,-0.386034
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoro-n-decane,0.0,5.63705,-1.374118,0.741226,-0.384063
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoro-n-dodecane,0.0,6.150013,-1.463651,0.777985,-0.40397
C=CCCCC=C,"1,6-heptadiene",0.0,27.0,5.428672,10.4,4.879545
CC1CCCC(C)(C)C1,"1,1,3-trimethylcyclohexane",0.0,10.1,0.00712,0.965397,-0.00551
CCC(CC)CC(C)C,4-ethyl-2-methylhexane,0.0,11.7,-0.370659,1.154806,-0.086979
CCCC(C)(CC)CC,3-ethyl-3-methylhexane,0.0,11.3,-0.202678,1.108215,-0.050738
CCC(C)C(CC)CC,3-ethyl-4-methylhexane,0.0,11.3,-0.479677,1.084689,-0.108566
ClC(Cl)(Cl)C1CO1,"1,1,1-trichloro-2,3-epoxypropane",0.0,35.6,-1.320821,23.2,1.709207
CCn1cnc2c(=O)[nH]cnc21,9-ethyl-9h-purin-6(1h)-one,0.0,133.0,55.5,255.0,156.0
N#Cc1cn[nH]c1,4-cyanopyrazole,0.0,91.9,-16.0,163.0,-84.4
Fc1c(F)c(F)c2c(F)c(F)c(F)c(F)c2c1F,perfluoronaphthalene,0.0,23.6,-3.337289,4.024066,-1.186665
C1=CSC(=C2SC=CS2)S1,tetrathiafulvalene,0.0,46.6,-17.6,27.3,-19.8
CN(C)c1ccncn1,"4-(n,n-dimethylamino)pyrimidine",0.0,61.5,49.1,105.0,161.0
CN(C)c1cncnc1,"5-(n,n-dimethylamino)pyrimidine",0.0,66.3,52.0,113.0,167.0
COc1cncnc1,5-methoxypyrimidine,0.0,64.8,40.3,94.0,118.0
C=C1C2CCC1CC2,7-methylenebicyclo(2-2-1)-heptane,0.0,16.2,3.078153,5.331206,2.769338
O=c1[nH]cnc2[nH]ncc12,allopurinol,0.0,132.0,-2.735303,265.0,-50.5
Fc1ncccn1,2-fluoropyrimidine,0.0,50.2,17.6,56.3,47.5
Clc1ccc(Cl)s1,"2,5-dichlorothiophene",0.0,18.0,-6.785744,7.605524,-5.72858
O=C=NC1CCCCC1,cyclohexyl-isocyanate,0.0,27.0,10.6,13.7,9.765434
O=C=Nc1cccc2c(N=C=O)cccc12,"1,5-diisocyanatonaphthalene",0.0,46.8,-1.708724,20.3,-1.422059
CC(C)(C)C1CCCCC1,tert-butylcyclohexane,0.0,10.4,-0.151316,0.94457,-0.034855
Cc1ccc(S(C)(=O)=O)cc1,1-methyl-4-(methylsulfonyl)-benzene,0.0,85.4,35.1,91.0,71.4
CC1OCCC1=O,2-methyltetrahydrofuran-3-one,0.0,61.6,38.8,72.8,81.3
CCOCCl,chloromethylethylether,0.0,42.2,6.082269,26.5,7.716548
CC1=CCCC(=O)C1,3-methyl-cyclohex-3-enone,0.0,52.2,36.6,66.1,83.5
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,alpha-hexachlorocyclohexane,0.0,63.5,-29.4,47.4,-41.5
FC(F)(F)c1ccc(Cl)cc1Cl,"2,4-dichloro-1-(trifluoromethyl)-benzene",0.0,26.4,-10.4,12.8,-10.2
COc1ccccc1F,2-fluoroanisole,0.0,38.5,2.330357,20.1,5.883261
Fc1cccc2ccccc12,1-fluoronaphthalene,0.0,30.9,-6.463466,10.5,-4.518005
c1cnc2nccnc2c1,"pyrido(2,3-b)pyrazine",0.0,79.2,58.3,136.0,187.0
ClSCl,sulfurdichloride,0.0,10.7,-2.582055,2.794464,-1.358142
c1ccc2c(-c3c4ccccc4cc4ccccc34)c3ccccc3cc2c1,"9,9'-bianthracene",0.0,64.2,-10.4,19.6,-6.701903
O=NN1CC=CC1,n-nitroso-3-pyrroline,0.0,66.0,35.0,76.9,80.2
CC=C(C)CCC,cis-3-methyl-2-hexene,0.0,16.3,2.483725,4.814204,2.423093
CCC(C)=C(C)C,"2,3-dimethyl-2-pentene",0.0,15.3,1.355347,4.053642,1.509572
CCN(C)N=O,nitrosoethylmethylamine,0.0,60.1,39.3,74.4,85.5
C=C=CCl,chloroallene,0.0,24.7,-8.529875,13.2,-9.14275
Cc1cc(O)ccc1C(C)C,3-methyl-4-isopropylphenol,0.0,58.1,-16.1,77.4,-66.9
BrCC(CBr)(CBr)CBr,"1,3-dibromo-2,2-bis(bromomethyl)propane",0.0,51.7,-12.6,24.5,-13.0
Fc1ccc2ccccc2c1,2-fluoronaphthalene,0.0,33.3,-7.180245,12.2,-5.393234
Cc1ccnc2c1ccc1c(C)ccnc12,"4,7-dimethyl-1,10-phenanthroline",0.0,83.0,82.7,208.0,414.0
N#CC(Br)Br,dibromoacetonitrile,0.0,43.5,-14.9,48.8,-34.7
Clc1c(Cl)c(Cl)c2c(c1Cl)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1O2,"octachlorodibenzo(b,e)(1,4)dioxin",0.0,35.0,-3.718224,8.096074,-2.96978
Fc1cc(F)c(F)cc1F,"1,2,4,5-tetrafluorobenzene",0.0,26.7,-11.2,16.3,-14.5
Cc1cccc(=O)[nH]1,6-methyl-2(1h)-pyridone,0.0,88.5,52.5,185.0,183.0
CC(C)(C)C(=O)Cl,trimethylacetylchloride,0.0,28.7,4.478294,11.8,4.574736
O=C1c2ccccc2-c2ccc3c4c(ccc1c24)C(=O)c1ccccc1-3,"benzo(rst)pentaphene-5,8-dione",0.0,90.0,30.7,94.4,73.6
Nc1cc[nH]c(=S)n1,4-amino-2(1h)-pyrimidinethione,0.0,149.0,6.942193,291.0,20.0
Clc1ccc2c(c1)Oc1ccc(Cl)cc1O2,"2,7-dichlorodibenzo-p-dioxin",0.0,44.6,-12.0,21.8,-11.1
Fc1cncc(F)n1,"2,6-difluoropyrazine",0.0,41.4,7.605398,38.6,22.4
C=C(CC)C(C)CC,3-methyl-4-methylenehexane,0.0,17.2,2.84751,5.07756,2.605763
C=C(C)C(C)CC,"2,3-dimethyl-1-pentene",0.0,16.7,2.438394,4.909588,2.226948
C=CC(C)(C)CC,"3,3-dimethyl-1-pentene",0.0,16.5,2.090814,4.700155,1.943774
C=CC(C)(C)CCC,"3,3-dimethyl-1-hexene",0.0,17.5,2.195757,4.809904,2.001426
CC(C)=CCC(C)C,"2,5-dimethyl-2-hexene",0.0,16.0,1.510852,3.780835,1.443459
Cc1cc(N)ncn1,6-methyl-4-pyrimidinamine,0.0,88.3,28.4,179.0,134.0
Cc1ccncn1,4-methylpyrimidine,0.0,56.1,43.6,95.4,137.0
c1ccc(-c2ccncn2)cc1,4-phenylpyrimidine,0.0,61.6,27.4,77.8,90.0
c1cnc2c(n1)CCCC2,"5,6,7,8-tetrahydroquinoxaline",0.0,52.4,45.9,90.4,139.0
C1=CCCC=C=CCCC=1,"1,2,6,7-cyclodecatetraene",0.0,33.3,5.959264,12.9,4.762955
CC1=CC(=O)c2ccccc2C1=O,menadione,0.0,67.1,33.4,69.6,65.9
C=Cc1ccc(CC)cc1,4-ethylstyrene,0.0,31.4,-0.631705,9.906563,-0.367103
CC1=CC2=CC(=O)CCC2CC1,"7-methyl-4,4a,5,6-tetrahydro-2(3h)-naphthalenone",0.0,68.2,62.9,117.0,180.0
C=C=C(C)Cl,"3-chloro-1,2-butadiene",0.0,24.1,-3.288463,8.923794,-2.928632
Ic1cn[nH]c1,4-iodopyrazole,0.0,67.4,-19.4,118.0,-53.6
c1ccc2c(c1)NCCN2,"1,2,3,4-tetrahydroquinoxaline",0.0,66.4,2.078455,65.2,-0.582509
Fc1ccccc1Cl,o-chlorofluorobenzene,0.0,25.1,-6.726522,10.1,-5.540679
Nc1ccccc1F,o-fluoroaniline,0.0,52.5,-14.3,52.7,-25.0
Nc1c(Cl)c(Cl)cc(Cl)c1Cl,"2,3,5,6-tetrachloroaniline",0.0,40.4,-23.2,41.6,-45.8
Clc1ccc(-c2ccccc2Cl)cc1,"2,4'-pcb",0.0,40.1,-10.3,15.0,-7.710692
O=[N+]([O-])c1ccc(F)cc1,4-fluoronitrobenzene,0.0,51.4,4.832527,39.6,9.909305
Clc1cc(Cl)c(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl,"2,4,5,2',4',5'-pcb",0.0,40.9,-14.6,20.5,-16.3
CCC[Si](C)(C)C,trimethylpropylsilane,0.0,14.6,0.112222,2.163425,0.079849
Cc1ccc(F)cc1,4-fluorotoluene,0.0,25.6,-3.289109,8.712714,-2.563833
Fc1ccc(Cl)cc1,1-chloro-4-fluorobenzene,0.0,28.2,-8.822405,13.1,-7.977516
Cc1cccc(F)c1,3-fluorotoluene,0.0,25.6,-3.068767,8.606554,-2.405493
CCSCC,diethylsulfide,0.0,31.2,14.9,25.3,24.7
CC(C)CCC(C)(C)C,"2,2,5-trimethylhexane",0.0,12.0,-0.085715,1.194828,-0.035522
C=CCCC(C)C,5-methyl-1-hexene,0.0,18.4,3.001202,5.850404,2.736616
O=C1CCSc2ccccc21,"2,3-dihydro-4h-1-benzothiopyran-4-one",0.0,61.0,23.0,59.9,56.6
CCF,fluoroethane,0.0,23.0,7.523132,12.7,7.56278
O=C(F)F,cof2,0.0,18.5,-3.423534,13.2,-5.719439
FC(Cl)(Cl)Br,bromodichlorofluoro-methane,0.0,9.187958,-2.862502,2.257594,-1.327283
FC(F)(Cl)Br,bromochlorodifluoromethane,0.0,7.550795,-2.402576,1.8587,-1.102907
CC(C)(C)F,2-fluoro-2-methylpropane,0.0,27.1,11.1,17.2,13.3
N#CC(F)(Cl)Cl,dichlorofluoroacetonitrile,0.0,19.6,2.667738,10.3,3.752577
N#CC(F)(F)F,trifluoroacetonitrile,0.0,18.5,-0.277181,11.3,-0.387383
FC(Cl)C(Cl)(Cl)Cl,"1,1,1,2-tetrachloro-2-fluoroethane",0.0,24.8,-15.2,20.2,-23.1
FC(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2-difluoroethane",0.0,24.0,-15.0,19.4,-21.6
FC(Cl)C(F)(Cl)Cl,"1,1,2-trichloro-1,2-difluoroethane",0.0,23.9,-16.9,22.5,-26.9
FC(F)C(F)(F)Cl,"1-chloro-1,1,2,2-tetrafluoroethane",0.0,23.7,-18.9,24.9,-30.1
FC(F)C(F)(F)F,pentafluoroethane,0.0,22.7,-19.5,25.6,-31.3
O=C(F)C(F)(F)F,trifluoroacetylfluoride,0.0,18.0,-6.49907,12.6,-8.887262
NC(=O)C(F)(F)F,"2,2,2-trifluoro-acetamide",0.0,72.5,-27.0,135.0,-94.1
FC(F)(F)C(F)(F)Br,bromopentafluoroethane,0.0,6.020412,-2.197653,1.584242,-1.033155
FC(Cl)(Cl)C(Cl)(Cl)Cl,pentachlorofluoroethane,0.0,12.0,-3.557576,2.652817,-1.429027
FC(F)(F)C(Cl)(Cl)Cl,"1,1,1-trichloro-2,2,2-trifluoroethane",0.0,8.202927,-2.829328,1.927992,-1.123799
FC(F)(F)C(F)(C(F)(F)F)C(F)(F)F,decafluoroisobutane,0.0,4.143254,-1.266387,0.766416,-0.44299
CC1C=CCC2C(=O)OC(=O)C12,"zz-3-methyl-4-cyclohexene-1,2-dicarboxylicacid",0.0,75.5,14.9,62.6,22.4
Nc1ncc(Br)cc1Br,"2-amino-3,5-dibromopyridine",0.0,57.9,-12.1,74.0,-15.3
FC(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,perfluoromethylcyclohexane,0.0,3.86449,-0.984987,0.496257,-0.239744
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)Cl,"1,4-dichloro-1,1,2,2,3,3,4,4-octafluorobutane",0.0,6.52867,-1.973465,1.228423,-0.666715
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,decafluorobutane,0.0,4.112239,-1.096928,0.631813,-0.345396
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluoro-n-hexane,0.0,4.665727,-1.215936,0.67987,-0.363028
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,perfluorohexadecane,0.0,7.265893,-1.695693,0.869055,-0.431844
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,perfluorocyclohexane,0.0,3.04568,-0.601134,0.248326,-0.085938
CN(C)C=CC#N,3-dimethylaminoacrylonitrile,0.0,72.7,41.6,92.8,99.7
Brc1ccc(Br)cc1,"1,4-dibrombenzene",0.0,29.0,-9.273411,12.7,-7.967262
Cc1ccc(Br)cc1,1-bromo-4-methylbenzene,0.0,26.3,-4.170193,8.334773,-2.961361
Clc1ccc(Br)cc1,1-bromo-4-chlorobenzene,0.0,28.3,-9.242279,12.6,-8.010319
Nc1ccc(Br)cc1,4-bromoaniline,0.0,58.2,-18.6,57.3,-30.9
Oc1ccc(Br)cc1,4-bromophenol,0.0,58.8,-32.7,87.6,-107.0
Cc1ccc(C)cc1,"1,4-dimethylbenzene",0.0,23.9,1.183773,6.961943,0.903505
Cc1ccc(Cl)cc1,1-chloro-4-methylbenzene,0.0,25.6,-4.114705,8.217437,-2.950599
Cc1ccc(O)cc1,4-methylphenol,0.0,55.5,-19.3,78.3,-74.0
Cc1ccc(S)cc1,p-thiocresol,0.0,37.4,-4.841277,19.5,-6.592225
Clc1ccc(Cl)cc1,"1,4-dichlorobenzene",0.0,27.6,-9.223972,12.5,-8.047715
Nc1ccc(Cl)cc1,4-chloroaniline,0.0,57.6,-17.7,57.5,-28.7
Oc1ccc(Cl)cc1,4-chlorophenol,0.0,58.1,-32.2,87.0,-105.0
Cc1ccc(N)cc1,4-methylaniline,0.0,55.2,-3.496861,56.5,-1.454122
O=C1C=CC(=O)C=C1,chinone,0.0,67.5,28.4,72.0,55.6
Sc1ccc(Cl)cc1,4-chlorobenzenethiol,0.0,39.6,-12.7,23.8,-15.1
O=C1CNC(=O)CN1,"2,5-piperazinedione",0.0,140.0,55.8,269.0,167.0
Clc1ccc(Cl)c(-c2cc(Cl)ccc2Cl)c1,"2,5,2',5'-pcb",0.0,44.1,-15.4,21.0,-14.5
FC(Br)CBr,"1,2-dibromo-1-fluoroethane",0.0,39.2,-16.7,26.3,-21.8
FC=C(F)Br,"1-bromo-1,2-difluoroethylene",0.0,17.6,-8.795335,11.3,-10.9
